Customer Name,Recency,Frequency,Monetary
Rebecca Perkins,375,11,25167
Rebecca Peters DDS,184,9,26845
Rebecca Pierce,256,3,7641
Rebecca Porter,196,7,25062
Rebecca Pratt,39,4,9214
Rebecca Preston,200,5,11851
Rebecca Quinn,234,7,16524
Rebecca Richardson MD,120,5,19366
Rebecca Riley,77,12,29096
Rebecca Rivera,63,6,16736
Rebecca Roberson,483,3,6480
Rebecca Roberts,228,5,12238
Rebecca Robertson,1029,2,3620
Rebecca Robinson,5,13,35633
Rebecca Rodgers,49,7,17734
Rebecca Rodriguez,51,14,43685
Rebecca Rogers DVM,375,5,8621
Rebecca Russo,249,10,24085
Rebecca Ryan,21,6,18834
Rebecca Sanchez,5,3,12163
Rebecca Sandoval,508,8,14919
Rebecca Sanford,6,4,12060
Rebecca Schultz,149,1,4257
Rebecca Scott,28,4,11736
Rebecca Shaffer,162,4,12216
Rebecca Silva,221,3,8905
Rebecca Sims,293,4,9914
Rebecca Singh,33,5,11546
Rebecca Small,36,7,21278
Rebecca Smith,11,4,7802
Rebecca Solomon,103,8,20040
Rebecca Stevens,630,3,8553
Rebecca Stewart,321,5,12762
Rebecca Stewart DDS,313,2,3897
Rebecca Stokes,687,5,12404
Rebecca Stokes MD,174,8,17140
Rebecca Stout,29,3,11966
Rebecca Strickland,78,9,21397
Rebecca Taylor,200,6,15711
Rebecca Terrell,124,3,4498
Rebecca Thomas,84,10,33690
Rebecca Thompson,396,1,4750
Rebecca Todd,58,6,20654
Rebecca Torres,138,10,20584
Rebecca Townsend,269,7,15253
Rebecca Tyler,350,5,19697
Rebecca Valdez,85,4,12030
Rebecca Vincent,277,4,12048
Rebecca Wallace,372,8,23363
Rebecca Walter,137,6,8729
Rebecca Wang,310,6,13683
Rebecca Watson,354,6,12486
Rebecca Wells,70,15,43771
Rebecca Wheeler,26,8,16601
Rebecca Williams,0,31,94808
Rebecca Williams DVM,266,7,15672
Rebecca Wilson,67,18,61041
Rebecca Woods,357,4,13051
Rebecca Zavala,438,5,13472
Rebekah Blake,391,5,14052
Rebekah Blankenship,190,4,10424
Rebekah Burgess,379,4,12878
Rebekah Calderon,311,5,9381
Rebekah Christensen,128,6,15975
Rebekah Drake,620,2,4520
Rebekah Faulkner,153,8,23443
Rebekah Flowers,137,4,7900
Rebekah Garcia,58,6,17037
Rebekah Harrison,175,7,17577
Rebekah Henry,77,5,13538
Rebekah Jones,189,6,18020
Rebekah Miller,223,6,15387
Rebekah Mullins,96,11,31890
Rebekah Nixon,250,6,19303
Rebekah Perez,824,2,2110
Rebekah Wilson,779,3,8061
Rebekah Young DDS,215,7,20015
Regina Ayers,331,4,6985
Regina Bailey,90,6,11924
Regina Beck,473,5,13869
Regina Benson,231,5,12315
Regina Best DDS,130,7,19577
Regina Bowen,158,6,16507
Regina Chavez,7,5,16134
Regina Cobb,396,7,15150
Regina Contreras,88,11,35207
Regina Crawford,189,11,34458
Regina Edwards,633,4,9501
Regina Fischer,65,10,24216
Regina Fritz,120,5,12408
Regina Gallegos,93,4,6236
Regina Garza,342,5,10496
Regina Gregory,177,4,7883
Regina Hebert,18,10,22209
Regina Hendricks,58,4,9074
Regina Hill,59,5,10397
Regina Jackson,171,6,15313
Regina Johnson,18,8,25386
Regina Jones,693,5,15719
Regina Khan,40,7,21768
Regina Kirby,54,6,14818
Regina Livingston,55,8,21252
Regina Lozano,61,5,9416
Regina Montes,283,8,30869
Regina Montoya,61,3,7569
Regina Nelson,89,8,26427
Regina Ortiz,502,7,16513
Regina Perry,269,5,6960
Regina Rollins,0,5,21779
Regina Rose,44,5,16792
Regina Rowland,214,1,1734
Regina Ruiz,187,2,5234
Regina Schmitt,310,3,6619
Regina Smith,178,4,8887
Regina Stephens,421,5,10974
Regina Stevens,476,4,9826
Regina Taylor,22,7,22045
Regina Thomas,15,5,6987
Regina Walker,167,10,29958
Reginald Abbott,395,8,20933
Reginald Allen,421,8,22105
Reginald Anderson,768,5,11435
Reginald Chapman,736,2,9694
Reginald Conner,477,3,12173
Reginald Crawford,134,7,18620
Reginald Farrell,35,7,19849
Reginald Harper,281,6,15807
Reginald Johnson,473,3,8113
Reginald Lee,134,8,22148
Reginald Morrow,140,4,10963
Reginald Patterson,203,11,35033
Reginald Phillips,22,9,28699
Reginald Pratt,263,4,12656
Reginald Ray,300,9,16037
Reginald Reed,109,3,6184
Reginald Roach,12,10,25981
Reginald Roman,84,2,6164
Reginald Scott,13,2,5961
Reginald Thompson,20,4,13950
Reginald Weber,2,8,19740
Reginald Yates,38,10,29900
Renee Alexander,18,7,21379
Renee Allen,340,9,18186
Renee Anderson,33,5,13336
Renee Ayala,54,4,12525
Renee Bailey,309,6,17333
Renee Blackburn,384,3,2178
Renee Bradley,11,7,20402
Renee Brennan,220,5,17299
Renee Briggs,159,4,11068
Renee Brown,25,5,9252
Renee Cooper,420,2,1771
Renee Cross,63,8,21026
Renee Daniels,22,4,8082
Renee Davis,21,9,22119
Renee Decker,619,5,8137
Renee Delgado,327,5,14331
Renee Evans,394,5,15175
Renee Fitzgerald,94,7,17591
Renee Fuller,309,3,9993
Renee Garcia,208,6,14876
Renee Garner,8,8,25774
Renee Gonzalez,499,3,2521
Renee Guerra,133,5,11129
Renee Hicks,182,5,18797
Renee Hunter,1317,1,3273
Renee Jackson,163,8,20466
Renee Jacobs,300,8,26800
Renee Johnson,159,10,25944
Renee Jones,63,13,40473
Renee Lawson,457,7,27008
Renee Lopez,137,4,15862
Renee Marquez,1075,2,3219
Renee Martin,61,9,25093
Renee Martinez,76,9,25203
Renee Mccann,76,10,28205
Renee Mccoy PhD,932,6,13305
Renee Mcdowell,110,6,17280
Renee Mitchell,369,4,12728
Renee Moses,95,4,10706
Renee Mueller,73,6,13402
Renee Murray,572,6,18281
Renee Nichols,99,8,26754
Renee Noble,753,5,18037
Renee Ochoa,280,6,17819
Renee Oconnell,686,2,6340
Renee Ortega,35,3,10543
Renee Pacheco,190,7,17933
Renee Porter,605,1,2935
Renee Richmond,282,3,8891
Renee Rivers,276,8,22627
Renee Rogers,124,7,19477
Renee Rowe,53,4,8766
Renee Salinas,870,1,4327
Renee Sanders,151,9,27379
Renee Schneider,151,5,14048
Renee Scott,128,9,16651
Renee Smith,11,7,22582
Renee Snow,26,5,14581
Renee Stewart,941,2,2484
Renee Thomas,143,5,15640
Renee Thompson,217,6,19408
Renee Ware,64,4,12114
Renee White,792,5,14433
Renee Wilcox,376,4,10368
Renee Williams,530,1,450
Renee Wright,36,10,27732
Rhonda Best,707,3,5143
Rhonda Bishop,397,11,27939
Rhonda Bowman,65,5,7551
Rhonda Branch,326,5,19368
Rhonda Brooks,75,2,6216
Rhonda Brown,51,11,28822
Rhonda Bryant,49,6,18143
Rhonda Burns,613,3,6760
Rhonda Callahan,348,3,8469
Rhonda Carlson,16,7,18993
Rhonda Carroll,104,7,17493
Rhonda Chapman,457,6,11981
Rhonda Crawford,287,6,20152
Rhonda Daniel,286,1,1865
Rhonda Daugherty,25,9,21021
Rhonda Davis,42,17,45271
Rhonda Dennis,759,2,6684
Rhonda Diaz,48,5,13129
Rhonda Ellis,20,6,15596
Rhonda Evans,8,7,20555
Rhonda Flowers,139,5,9435
Rhonda Friedman,436,5,11879
Rhonda Frost,320,4,12853
Rhonda Gates,38,4,7704
Rhonda Gilbert,38,7,19600
Rhonda Gonzales,476,2,7280
Rhonda Good,598,6,14817
Rhonda Graham,25,5,20456
Rhonda Hammond,213,6,15957
Rhonda Hanson,93,5,16665
Rhonda Hayes,64,9,26449
Rhonda Hensley,47,6,13377
Rhonda Hernandez,90,3,10439
Rhonda Hines,406,4,17514
Rhonda Jarvis,416,5,14778
Rhonda Jenkins,42,9,28961
Rhonda Johnson,41,8,16483
Rhonda Jones,303,4,11406
Rhonda Kelly,131,4,10151
Rhonda Kennedy,124,7,15783
Rhonda Lee,402,5,4243
Rhonda Li,302,4,11966
Rhonda Love,120,7,19950
Rhonda Martin,46,7,27592
Rhonda Mcknight,510,5,16394
Rhonda Medina,325,4,7286
Rhonda Nguyen,976,2,2916
Rhonda Nicholson,164,7,20533
Rhonda Nielsen,237,4,11192
Rhonda Petersen,80,8,18534
Rhonda Rangel,455,2,1637
Rhonda Rodriguez,170,4,16278
Rhonda Romero,498,5,10279
Rhonda Rubio,219,4,14834
Rhonda Ruiz,146,9,31383
Rhonda Russell,100,7,21183
Rhonda Spencer,159,5,21938
Rhonda Stanley,418,8,22477
Rhonda Stokes,1110,1,2970
Rhonda Thompson,419,3,7546
Rhonda Vasquez,13,5,17070
Rhonda Walker,197,6,14215
Rhonda Warren,150,5,11109
Rhonda West,443,9,25863
Rhonda Williams,281,3,10046
Rhonda Wilson,207,9,24822
Ricardo Aguirre,651,4,9089
Ricardo Barry,116,8,27893
Ricardo Bates,35,11,26137
Ricardo Bradshaw,52,4,10388
Ricardo Brown,39,9,33292
Ricardo Campbell,30,8,17348
Ricardo Conley,413,6,16061
Ricardo Daniels,275,4,12405
Ricardo Edwards,481,3,7538
Ricardo Ellis,975,3,4795
Ricardo English,153,4,9586
Ricardo Henry,247,9,18616
Ricardo Hernandez,756,4,14143
Ricardo Johnson,511,2,4210
Ricardo Johnston,269,2,9047
Ricardo Kline,36,9,33315
Ricardo Levy,423,6,17523
Ricardo Meyer,94,6,17600
Ricardo Mitchell,203,2,5723
Ricardo Moore,237,7,23004
Ricardo Nelson,49,8,20108
Ricardo Nichols II,293,10,28451
Ricardo Palmer,292,5,10958
Ricardo Park,116,3,12270
Ricardo Patel,267,9,30770
Ricardo Petersen,609,6,13033
Ricardo Tyler,270,3,7350
Ricardo Wolf,42,9,21323
Ricardo Wright,29,5,12909
Ricardo Wu,20,4,6142
Richard Adams,417,3,8207
Richard Aguilar,403,1,4705
Richard Aguirre,40,4,14374
Richard Allen,701,1,1555
Richard Allison,322,3,12236
Richard Anderson,242,8,18849
Richard Andrews,110,3,5730
Richard Arroyo,402,5,15615
Richard Avila,65,7,20968
Richard Baker,26,24,62958
Richard Barker,234,8,27466
Richard Barrera,40,9,20106
Richard Barrett,327,5,11371
Richard Bates,418,4,8375
Richard Bell,482,5,11372
Richard Bender Jr.,98,5,11393
Richard Benjamin,1159,1,1459
Richard Bennett,419,5,14886
Richard Berger,125,6,15268
Richard Berry,51,12,18876
Richard Best,816,3,11151
Richard Bolton,272,5,18425
Richard Bond,26,8,23301
Richard Bradshaw,46,6,18173
Richard Brady,14,14,37987
Richard Braun,283,5,9572
Richard Brooks,237,9,23514
Richard Brown,98,16,41278
Richard Bryant,86,3,6335
Richard Butler,78,6,15176
Richard Cameron,88,5,14782
Richard Carey,175,3,3300
Richard Carr,487,4,8200
Richard Carter,10,11,35215
Richard Chan,279,3,7743
Richard Chandler,513,7,19422
Richard Christensen,73,5,11595
Richard Christian,127,7,13957
Richard Clark,9,14,44931
Richard Clarke,126,4,14090
Richard Cohen,236,4,8950
Richard Coleman,87,15,42603
Richard Collins,599,6,13945
Richard Cook,87,7,21358
Richard Copeland,43,5,18481
Richard Cortez,173,5,12101
Richard Crawford,157,6,15857
Richard Cruz,20,21,50306
Richard Daniel,106,5,12606
Richard Daniels,97,7,18054
Richard David,11,10,23985
Richard Davis,15,13,36335
Richard Dawson,1130,1,3586
Richard Dean,8,5,9679
Richard Diaz,215,10,24441
Richard Dickerson,188,10,26726
Richard Dougherty,252,4,5424
Richard Duffy,535,3,8623
Richard Duffy PhD,112,6,11776
Richard Edwards,27,8,19642
Richard Ellis,13,5,9779
Richard Estes,35,4,8387
Richard Evans,119,10,23902
Richard Farrell,7,5,8809
Richard Ferguson,191,7,19751
Richard Fernandez,130,4,13928
Richard Figueroa MD,40,7,18358
Richard Fisher,1093,2,7338
Richard Fitzgerald,682,2,5698
Richard Fletcher,79,4,11915
Richard Flores,22,4,9364
Richard Fowler,443,5,17080
Richard Freeman MD,330,4,11151
Richard Frost,290,5,11040
Richard Garcia,176,24,55921
Richard Garza,325,9,24382
Richard George,494,8,18102
Richard Gibson II,215,5,10164
Richard Gonzalez,121,10,23139
Richard Goodman,512,5,11711
Richard Gray,65,11,26368
Richard Griffin,89,8,20875
Richard Guzman,32,8,22189
Richard Hall,50,10,23481
Richard Hamilton,55,12,35066
Richard Haney,385,6,17029
Richard Hansen,594,4,10128
Richard Hardin,409,4,11372
Richard Hardy,359,6,17408
Richard Heath,531,3,7844
Richard Henderson,502,5,19976
Richard Hernandez,235,4,10567
Richard Herrera,765,4,7748
Richard Hill,83,16,41472
Richard Hoffman,107,7,17414
Richard Holt,267,9,11581
Richard House,204,7,22012
Richard Houston,85,6,23418
Richard Howard,9,6,14745
Richard Huffman,75,6,9456
Richard Hunter,112,7,25845
Richard Jackson,194,7,20394
Richard Johnson,178,6,15910
Richard Johnson DDS,315,10,35793
Richard Jones,36,18,51863
Richard Jordan,239,6,23182
Richard Joseph,56,5,13080
Richard Juarez,115,10,27771
Richard Keller,6,6,21808
Richard Kelly,48,28,75944
Richard Kennedy,173,11,27379
Richard Knight,841,3,8001
Richard Lane,132,14,40984
Richard Larsen,268,5,13356
Richard Larson,84,4,11448
Richard Lawrence,570,1,2275
Richard Lawson DDS,63,4,14366
Richard Lee,77,13,31734
Richard Leonard,536,3,5956
Richard Lester,827,2,6048
Richard Lewis,243,5,19731
Richard Lin,254,6,16521
Richard Lindsey,91,6,23804
Richard Little,100,5,13050
Richard Logan,50,8,24651
Richard Long,58,10,29676
Richard Lowery,269,7,22553
Richard Lozano,217,6,14181
Richard Lucas,103,4,14298
Richard Manning,40,10,35114
Richard Marshall,41,5,10338
Richard Martin,90,19,59904
Richard Martinez,11,21,65842
Richard Martinez DDS,319,6,18701
Richard Mason,834,3,9225
Richard Matthews,540,3,4186
Richard Maxwell,149,9,19270
Richard Mcgee,68,4,13290
Richard Mcguire,35,6,19634
Richard Mckinney,206,15,50150
Richard Mcmahon,252,4,11688
Richard Miles,168,4,4850
Richard Miller,110,16,45505
Richard Molina,863,3,10661
Richard Moore,456,4,18895
Richard Morris,731,4,13948
Richard Moss,116,4,14412
Richard Mueller,280,8,15204
Richard Munoz,209,6,16013
Richard Murphy,136,12,34386
Richard Murray,650,3,8203
Richard Navarro,66,6,11829
Richard Noble,339,4,9501
Richard Oliver,22,3,10702
Richard Olsen,204,4,9481
Richard Olson,470,8,25571
Richard Oneal,100,9,24858
Richard Orr,405,3,6627
Richard Ortega,147,8,28571
Richard Pace,180,8,22071
Richard Palmer,469,5,18179
Richard Patterson,309,8,28391
Richard Pena,56,4,8715
Richard Pennington,554,2,2722
Richard Perez,163,7,19455
Richard Perkins,395,4,15707
Richard Perry,81,5,9946
Richard Peterson,100,14,47898
Richard Phillips,258,7,19328
Richard Porter,157,5,17839
Richard Potter,585,4,10296
Richard Ramirez,81,10,26500
Richard Ramos,127,4,6957
Richard Rangel,130,1,1681
Richard Reed,66,14,43003
Richard Reid,378,8,24648
Richard Reilly,72,11,39265
Richard Richards,251,5,13729
Richard Richardson,312,2,1900
Richard Riley,167,8,20524
Richard Rivera,178,4,7247
Richard Roach,53,2,4888
Richard Roberts,92,7,14666
Richard Robinson,188,3,9482
Richard Rodriguez,33,12,30567
Richard Rojas,909,4,10287
Richard Rose,323,12,39376
Richard Rush Jr.,134,7,20101
Richard Russo,294,4,15543
Richard Ryan,769,3,8695
Richard Schroeder,330,4,9254
Richard Schultz,236,5,16935
Richard Scott,813,4,4851
Richard Serrano,52,6,12840
Richard Shannon,60,5,14846
Richard Shaw,351,10,29620
Richard Shelton,1,8,16969
Richard Silva,234,4,16249
Richard Simon,254,6,14162
Richard Smith,13,27,63376
Richard Snyder,300,7,20706
Richard Sparks,584,4,10386
Richard Spears,280,7,21364
Richard Spencer,406,6,11610
Richard Stein,374,5,16088
Richard Stephens,514,3,3007
Richard Stephens II,192,7,19424
Richard Stone,1135,2,2064
Richard Strickland,231,6,14650
Richard Tate,72,7,17961
Richard Taylor,22,21,50338
Richard Thomas,20,17,46373
Richard Thompson,33,21,63871
Richard Todd,204,8,21782
Richard Torres,43,12,28613
Richard Tucker,38,11,13330
Richard Turner,714,4,9559
Richard Valdez,396,8,26416
Richard Valentine,52,5,9335
Richard Vega,97,6,21218
Richard Velazquez,819,5,11814
Richard Wade,563,3,6656
Richard Wagner,354,5,20790
Richard Walker,12,6,18220
Richard Wallace,48,6,13788
Richard Walsh,107,6,20318
Richard Walter,546,3,5068
Richard Walters,8,6,19608
Richard Walton,83,4,11482
Richard Ware,447,6,18566
Richard Warner,154,6,12455
Richard Watkins,39,15,38574
Richard Webb,394,3,5323
Richard Weber,155,3,10789
Richard White,29,9,26247
Richard Whitehead,241,3,9159
Richard Wilcox,261,7,19145
Richard Williams,77,26,80033
Richard Wilson,49,13,32454
Richard Woods,390,4,9692
Richard Wright,4,23,61365
Richard Young,18,6,14735
Rick Barnes,58,7,18537
Rick Blackburn,1055,3,8284
Rick Buchanan,392,7,21250
Rick Ford,33,5,18363
Rick Gaines,35,7,11506
Rick Griffin,364,6,9820
Rick Hicks,604,3,2320
Rick Hurst,143,6,13956
Rick Mcclure,72,3,6086
Rick Morris,77,1,5064
Rick Sanders,140,5,10262
Rick Sawyer,787,3,7645
Rick Shah,17,8,28441
Rick Smith,38,7,13158
Rick Warren,213,5,15043
Rick West,302,5,11889
Rickey Anderson,234,5,10511
Rickey Davenport,185,5,14898
Rickey Morgan,210,8,26562
Rickey Morrison,70,5,14855
Rickey Phillips,278,8,20752
Ricky Acosta,229,4,9782
Ricky Adams,36,7,9364
Ricky Allen,126,6,22659
Ricky Bradley,200,5,17641
Ricky Brown,96,6,11045
Ricky Cline,462,5,12366
Ricky Cunningham,280,5,13362
Ricky Dudley,8,7,15109
Ricky Fletcher,277,5,11199
Ricky Gordon,48,4,10289
Ricky Jennings,45,7,16189
Ricky Johnson,1009,5,16369
Ricky Jones,344,6,16627
Ricky Keller,602,2,6689
Ricky Macdonald,472,4,9150
Ricky Mills PhD,773,4,8894
Ricky Park,126,3,8870
Ricky Phillips,160,4,14094
Ricky Potts,431,3,8550
Ricky Ramirez,162,10,32016
Ricky Rogers,525,5,15662
Ricky Sandoval,412,3,9182
Ricky Smith,13,6,13122
Ricky Steele,267,5,8951
Ricky Vaughan,51,4,7882
Ricky Vega,334,10,28238
Ricky Williams,11,8,23492
Ricky Wolf MD,288,9,21550
Riley Benson,581,4,11169
Riley Cole,84,7,17232
Riley Johnson,158,7,25641
Riley Lee,30,5,12842
Riley Thomas,109,2,9966
Riley Williams,56,4,12337
Riley Young,122,4,11598
Riley Zimmerman,75,1,2649
Rita Bass,155,3,9302
Rita Baxter,223,3,3851
Rita Brooks,169,3,8147
Rita Burton,132,4,12746
Rita Fuller,332,4,6882
Rita Goodwin,108,9,22514
Rita Huang,22,10,27630
Rita Jenkins,360,3,10195
Rita Johnston,391,7,15431
Rita Jones,596,3,11233
Rita Martinez,5,11,31312
Rita Moody,416,5,9793
Rita Roberson,480,6,14169
Rita Robinson,115,7,22861
Rita Sherman,64,4,7978
Rita Sims,279,6,19999
Rita Solomon,129,3,6855
Rita Stewart,23,4,8091
Rita Tran,170,5,15535
Rita Williams,83,5,16196
Robert Acosta,182,8,22981
Robert Adams,15,7,15259
Robert Aguilar,103,7,17126
Robert Alexander,237,2,4333
Robert Anderson,140,17,52316
Robert Arnold,119,9,29152
Robert Atkinson,191,6,17663
Robert Ayala,99,12,37657
Robert Ayers,19,13,44126
Robert Bailey,101,17,49276
Robert Baker,113,22,48709
Robert Ball,67,7,22990
Robert Barajas,196,5,11169
Robert Barber,126,3,11988
Robert Barnes,49,15,39980
Robert Barrett,206,8,23733
Robert Bates,57,6,15847
Robert Bautista,85,5,9982
Robert Beck,133,17,48129
Robert Becker,44,7,16509
Robert Bell,123,17,45172
Robert Benitez,709,2,3457
Robert Bennett,11,22,59644
Robert Benton,189,5,16937
Robert Berger,467,3,7462
Robert Bishop,80,6,15359
Robert Blackwell,3,2,5255
Robert Blair,23,5,15162
Robert Bond,119,6,17240
Robert Bowen,97,8,23829
Robert Bowers,75,5,11828
Robert Bradley,209,5,13981
Robert Brandt,6,9,23975
Robert Braun,188,5,16149
Robert Brewer,116,11,28541
Robert Brooks,75,13,34545
Robert Brown,1,51,153775
Robert Bruce,211,4,8140
Robert Buck,160,3,9209
Robert Burch,83,10,28011
Robert Burgess,75,7,23325
Robert Burns,63,10,29832
Robert Burton,15,8,20271
Robert Butler,52,17,50180
Robert Byrd,269,11,27305
Robert Cabrera,545,2,4043
Robert Calderon,202,5,15360
Robert Caldwell,480,4,12782
Robert Camacho,144,3,7743
Robert Campbell,186,9,30551
Robert Cantrell,413,6,15313
Robert Cantu,176,5,10142
Robert Carey,76,4,14592
Robert Carpenter,264,16,45608
Robert Carroll DDS,558,4,16800
Robert Carter,476,3,9558
Robert Case,20,4,10094
Robert Castillo,308,6,15925
Robert Chan,19,5,13600
Robert Chase,343,3,6707
Robert Chavez,551,2,5715
Robert Christian,47,3,7421
Robert Clark,24,27,83653
Robert Clark DVM,140,9,30702
Robert Collier,23,11,28271
Robert Collins,227,6,14095
Robert Combs,1,9,25481
Robert Conley,72,2,7169
Robert Cook,21,15,39533
Robert Cooper,68,5,10020
Robert Cox,146,7,20994
Robert Craig,675,5,8200
Robert Cruz,324,5,15907
Robert Cruz Jr.,112,4,13232
Robert Cummings,926,3,11861
Robert Curry,136,9,23232
Robert Davidson,117,4,9648
Robert Davis,42,15,46104
Robert Dawson,21,18,53250
Robert Day,144,9,23289
Robert Decker,136,13,31419
Robert Diaz,347,8,21474
Robert Doyle,126,9,26446
Robert Dudley,544,3,8681
Robert Duffy,235,7,18486
Robert Duke,338,9,24476
Robert Dunlap,349,6,19952
Robert Dunn,19,5,15405
Robert Duran,115,9,21205
Robert Eaton,131,4,9989
Robert Elliott,217,11,37895
Robert Ellis,34,5,14353
Robert Escobar,122,5,15350
Robert Estes,421,5,17634
Robert Evans,13,25,70880
Robert Farmer,54,5,9603
Robert Ferguson,284,18,57595
Robert Finley,29,5,13462
Robert Fitzgerald,192,4,12925
Robert Fleming MD,459,5,8771
Robert Flores,180,6,19217
Robert Floyd,436,4,10818
Robert Foley,392,5,12587
Robert Ford,50,4,8787
Robert Fowler,474,1,162
Robert Fox,134,10,29624
Robert Franco Jr.,488,6,17059
Robert Franklin,919,3,6775
Robert Frazier,270,4,7407
Robert Frederick,52,7,15659
Robert Fritz,61,13,31591
Robert Fuller,38,9,27878
Robert Gallagher,783,1,4084
Robert Galvan,150,5,11701
Robert Gamble,421,5,8695
Robert Garcia,42,22,60727
Robert Garcia DDS,422,5,14833
Robert Gardner,27,14,36407
Robert Garner,386,5,13226
Robert Garrett,317,7,18490
Robert Garza,71,4,11838
Robert Gentry,48,6,17355
Robert George,67,6,18305
Robert Gibbs,443,3,7616
Robert Gibson,554,3,5822
Robert Golden,1,7,24085
Robert Gonzales,236,5,20121
Robert Gonzalez,346,14,33432
Robert Gordon,224,8,20540
Robert Grant,53,6,15873
Robert Graves,12,12,31611
Robert Green,33,24,56065
Robert Gregory,77,7,15896
Robert Griffith,216,2,6130
Robert Gross,42,6,13946
Robert Guerrero,179,8,24633
Robert Gutierrez,266,5,12347
Robert Hall,12,39,96758
Robert Hamilton,114,2,2168
Robert Hampton,86,5,13910
Robert Hardy,122,11,23715
Robert Harris,155,10,27981
Robert Harvey,536,4,15410
Robert Hawkins,243,6,16981
Robert Hayes,31,7,24770
Robert Heath,361,4,14489
Robert Henderson,308,9,12462
Robert Hendrix,77,9,29353
Robert Henry,14,10,30932
Robert Henson,198,4,12198
Robert Hernandez,27,15,37390
Robert Herring,63,6,14265
Robert Hicks,358,8,24088
Robert Hill,233,4,10193
Robert Hodges,403,6,19241
Robert Hoffman,224,7,22159
Robert Holmes,117,7,17908
Robert Holt,931,3,4844
Robert Hopkins,149,5,12331
Robert Howard,48,21,58307
Robert Hudson,162,10,24688
Robert Huerta,188,8,18935
Robert Huffman,43,6,16353
Robert Humphrey,185,1,2557
Robert Hunt,135,5,12874
Robert Hunter,49,9,19648
Robert Hurley,59,4,12140
Robert Huynh,82,6,11398
Robert Ingram,79,11,25240
Robert Jackson,75,14,36972
Robert Jacobson,29,5,12151
Robert Johnson,29,64,180414
Robert Johnson DVM,14,10,25546
Robert Johnston,62,3,9472
Robert Jones,40,33,97251
Robert Keller,11,19,55591
Robert Kelley,616,2,8274
Robert Kelly,84,29,83392
Robert Kim,175,10,28962
Robert King,4,23,60022
Robert Kline,270,6,21566
Robert Knight,216,3,9586
Robert Kramer,70,4,8827
Robert Lamb,297,2,7969
Robert Larson,400,4,11470
Robert Lawrence,10,14,31922
Robert Leach,417,6,17645
Robert Lee,11,19,55128
Robert Levine,85,9,19842
Robert Lewis,24,10,25625
Robert Li,12,10,23399
Robert Livingston,302,3,6833
Robert Lopez,63,13,24547
Robert Love,12,3,10083
Robert Lowe,108,3,5326
Robert Lucas,77,3,9954
Robert Lynn,321,5,6645
Robert Macdonald,183,5,9572
Robert Macias,280,8,18469
Robert Mack,144,6,17346
Robert Madden,359,3,7382
Robert Maldonado,64,4,9107
Robert Mann,386,3,11748
Robert Manning,21,8,21857
Robert Marsh,205,4,8927
Robert Martin,205,12,26317
Robert Martinez,51,14,36362
Robert Massey,65,3,6905
Robert Mata,239,5,15902
Robert Mathews,305,4,9373
Robert Maxwell,4,3,7431
Robert Mayo,356,3,10921
Robert Mcbride,105,3,10513
Robert Mccarthy,388,4,13994
Robert Mccarty,109,5,15136
Robert Mcclain,419,6,15146
Robert Mccoy,143,3,10846
Robert Mcdonald,78,7,19892
Robert Mcgrath,4,16,45673
Robert Mcguire,191,4,17465
Robert Mcintosh,90,8,19009
Robert Mclean,236,4,15313
Robert Meadows,94,5,9801
Robert Medina,490,5,12735
Robert Mejia,190,5,13769
Robert Mendez,1,18,57490
Robert Mendoza,238,6,23307
Robert Mercer,113,11,31425
Robert Meyer,5,12,31300
Robert Meza MD,512,5,18563
Robert Miller,10,69,191635
Robert Mitchell,262,6,16287
Robert Mitchell Jr.,556,4,14738
Robert Montgomery,51,4,7507
Robert Montoya,91,5,7962
Robert Moon,440,5,16425
Robert Moore,4,17,51870
Robert Moreno,113,4,12969
Robert Morris,48,17,41550
Robert Morrison,477,3,10103
Robert Moyer,13,9,19231
Robert Mueller,139,2,6608
Robert Munoz,69,7,16207
Robert Murphy,18,27,77464
Robert Murray,104,10,24587
Robert Myers,473,4,12194
Robert Nelson,19,25,73348
Robert Nguyen,369,6,22293
Robert Nichols,100,4,7925
Robert Nixon,143,3,10238
Robert Norman,505,2,4299
Robert Novak,336,4,10853
Robert Obrien,387,2,8162
Robert Oconnor,650,6,22343
Robert Odonnell,292,2,4472
Robert Oneal,75,14,32918
Robert Oneill,16,5,11135
Robert Osborne,403,3,13115
Robert Owen,45,6,19924
Robert Palmer,246,3,6623
Robert Parker PhD,366,5,17680
Robert Parrish,993,3,10409
Robert Parsons,100,7,20642
Robert Patton,610,10,36710
Robert Payne,45,10,28174
Robert Peck,111,3,5247
Robert Pena,114,5,17203
Robert Perez,3,18,42097
Robert Perry,269,8,17322
Robert Peterson,949,4,12260
Robert Petty,727,3,7579
Robert Phillips,155,7,19814
Robert Pierce,639,4,10168
Robert Porter,211,7,16100
Robert Potter,84,4,8088
Robert Powers,37,6,19206
Robert Pratt,151,7,19283
Robert Preston,24,10,26813
Robert Price,126,5,16722
Robert Proctor,316,3,3549
Robert Quinn,298,7,14834
Robert Ramirez,122,12,27345
Robert Ramos,348,2,2752
Robert Raymond,315,3,10976
Robert Reed,150,16,39942
Robert Reeves,14,7,17643
Robert Reyes,282,13,36426
Robert Reynolds,261,6,13112
Robert Rice,1,5,9493
Robert Richards,8,8,24591
Robert Richardson,95,5,8565
Robert Riley,254,9,25983
Robert Rivera,291,9,23280
