Customer Name,Total Spending,Customer Tenure,Returns,Churn
Michele Hood,591,265,1.0,0
Michele Hughes,2931,1186,1.0,0
Michele Hunt,1705,848,0.0,0
Michele Jackson,5523,1268,4.0,0
Michele Johnson,6478,1181,2.0,0
Michele Kane,5059,1238,1.0,0
Michele King,7593,1277,4.0,0
Michele Knapp,2500,1052,1.0,0
Michele Lang,1143,539,2.0,0
Michele Lee,4272,1169,4.0,0
Michele Lewis,5442,1040,1.0,0
Michele Livingston,4596,859,3.0,0
Michele Lynch,8073,1269,4.0,0
Michele Martinez,3300,1261,2.0,0
Michele Mason,4144,1136,2.0,1
Michele Mckenzie,4685,1192,4.0,0
Michele Miller,7931,1224,1.0,0
Michele Miranda,8427,1203,4.0,0
Michele Montgomery,2547,1339,1.0,1
Michele Moore,6938,1286,5.0,0
Michele Murphy,2178,1118,0.0,0
Michele Nelson,1026,1293,0.0,0
Michele Phillips,3150,1208,0.0,1
Michele Ramirez,225,517,2.0,1
Michele Ramos,5233,1074,1.0,0
Michele Rasmussen,3233,1102,4.0,1
Michele Roach,6137,1340,5.0,0
Michele Rodriguez,14741,1320,5.0,1
Michele Ryan,4332,1313,2.0,1
Michele Scott,3843,1049,3.0,0
Michele Sexton,4482,743,3.0,1
Michele Shepard,7326,760,6.0,0
Michele Small,3347,1026,1.0,0
Michele Stanton,11545,1242,6.0,1
Michele Suarez,6976,1167,3.0,0
Michele Webster,4160,1165,4.0,0
Michele White,329,1252,0.0,0
Michele Wilson,2970,950,2.0,0
Michele Wong,1606,1244,0.0,0
Michele Wright,3701,1206,1.0,0
Michele Young,1920,782,0.0,0
Michelle Acevedo,3263,1273,1.0,0
Michelle Adams,6941,1257,7.0,1
Michelle Aguirre,4302,1339,2.0,1
Michelle Alexander,2729,1284,3.0,0
Michelle Allen,7162,1156,4.0,1
Michelle Alvarado,5978,1092,3.0,0
Michelle Alvarez,1595,1284,2.0,0
Michelle Anderson,5087,1242,4.0,0
Michelle Armstrong,3316,1104,1.0,0
Michelle Arnold,2895,1343,1.0,1
Michelle Avery,1425,684,0.0,0
Michelle Avila,874,806,3.0,1
Michelle Bailey,3791,1347,2.0,0
Michelle Baker,3109,1332,1.0,0
Michelle Ballard,9864,1351,7.0,1
Michelle Barnes,296,898,0.0,0
Michelle Barron,1441,1244,1.0,0
Michelle Bass,3319,672,3.0,0
Michelle Beck DDS,6263,1337,1.0,0
Michelle Becker,1374,1332,3.0,0
Michelle Bell,5514,1330,1.0,0
Michelle Bennett,4102,784,3.0,1
Michelle Berry,2967,835,1.0,0
Michelle Bishop,5053,1351,1.0,0
Michelle Black,6169,1105,1.0,0
Michelle Blake,7098,1353,4.0,0
Michelle Blanchard,2347,1331,1.0,1
Michelle Bond,4007,875,2.0,1
Michelle Booker,8409,1234,7.0,1
Michelle Bowen,4236,773,1.0,1
Michelle Bowman,3816,811,3.0,0
Michelle Brandt,1512,1112,0.0,0
Michelle Brewer,3847,1327,2.0,0
Michelle Brown,17223,1270,11.0,1
Michelle Bryant,4561,1233,2.0,1
Michelle Buck,2667,1090,0.0,0
Michelle Burns,3945,982,2.0,0
Michelle Bush,4944,1177,6.0,0
Michelle Campos,4768,1215,1.0,0
Michelle Cantrell,3367,1020,1.0,0
Michelle Carlson,6264,1350,6.0,0
Michelle Carney,11065,1268,1.0,0
Michelle Carr,4573,893,3.0,0
Michelle Carrillo,4843,587,2.0,0
Michelle Carrillo DVM,969,623,0.0,1
Michelle Carson DVM,1062,1210,1.0,0
Michelle Castro,11188,1152,4.0,0
Michelle Chambers,4079,1242,1.0,0
Michelle Chan,4303,1335,4.0,1
Michelle Chapman,4348,1337,1.0,0
Michelle Chase,5122,1316,3.0,0
Michelle Chen,4122,1059,2.0,0
Michelle Christensen,3609,1338,4.0,1
Michelle Clark,19612,1287,7.0,1
Michelle Coleman,3793,1215,2.0,0
Michelle Collins,4711,1274,5.0,0
Michelle Cooke,2393,960,0.0,0
Michelle Cox,4745,1323,3.0,0
Michelle Craig MD,4799,1271,2.0,0
Michelle Crosby,300,875,1.0,0
Michelle Cunningham,8621,1349,5.0,0
Michelle Curtis,4782,1168,3.0,0
Michelle Daniel,9613,1205,3.0,0
Michelle Davis,10099,1329,7.0,1
Michelle Diaz,15174,1349,7.0,1
Michelle Dunlap,4525,1173,1.0,0
Michelle Dunn,4390,1198,0.0,0
Michelle Duran,8068,1270,0.0,0
Michelle Edwards,5426,1300,1.0,0
Michelle Elliott,2803,1268,3.0,1
Michelle Ellis,2634,1036,2.0,0
Michelle Evans,2315,1107,1.0,0
Michelle Ferguson,4374,1226,2.0,0
Michelle Fernandez,5163,1288,5.0,0
Michelle Fields,7813,1290,4.0,0
Michelle Flores,2775,1315,2.0,1
Michelle Foley,1427,269,1.0,0
Michelle Fox,2970,1018,4.0,0
Michelle Franklin,323,321,0.0,0
Michelle Frazier,4805,1343,1.0,1
Michelle Frederick,1002,1057,1.0,0
Michelle Fuentes,4239,1261,2.0,0
Michelle Gaines,5871,1323,3.0,1
Michelle Gamble,2482,1189,1.0,0
Michelle Garcia,2996,1278,1.0,0
Michelle Gardner,8621,1117,4.0,0
Michelle Garrett,4275,1076,2.0,0
Michelle George,6936,1323,1.0,1
Michelle Glover,1715,1186,2.0,0
Michelle Golden,7180,1195,5.0,0
Michelle Gonzalez,4396,629,4.0,0
Michelle Gordon,4921,1318,3.0,1
Michelle Graham,2525,1306,3.0,1
Michelle Gray,8873,1163,6.0,1
Michelle Green,1340,873,3.0,1
Michelle Griffin,3194,863,1.0,0
Michelle Guerrero,10639,1315,3.0,0
Michelle Hall,3784,1351,5.0,1
Michelle Hammond,4692,1211,5.0,0
Michelle Hansen,7353,1233,5.0,0
Michelle Hardy,5189,1177,4.0,0
Michelle Harper,2816,810,0.0,0
Michelle Harrison,8157,1243,2.0,1
Michelle Hawkins,15016,1247,5.0,0
Michelle Hayes,6553,1127,3.0,0
Michelle Henderson,8647,1351,5.0,0
Michelle Hendricks,1084,1229,1.0,0
Michelle Henry,6369,1320,4.0,0
Michelle Henson,7316,1322,3.0,1
Michelle Hernandez,9337,1216,7.0,1
Michelle Hicks,4604,1314,4.0,0
Michelle Holden,4444,1305,2.0,0
Michelle Holloway,2590,1032,2.0,0
Michelle Holmes,4177,1227,1.0,0
Michelle Holt,8120,1113,3.0,0
Michelle Hoover,3504,1201,1.0,1
Michelle Hopkins,3421,1072,4.0,0
Michelle Horn,3113,1156,1.0,0
Michelle Houston,4374,1212,3.0,0
Michelle Howard,3545,1237,3.0,1
Michelle Hunt,2420,1061,1.0,1
Michelle Hunter,1319,1291,2.0,0
Michelle Ingram,3585,1229,3.0,0
Michelle Jackson,9947,1329,6.0,0
Michelle Jenkins,2102,1234,3.0,0
Michelle Jensen,2413,828,2.0,0
Michelle Jimenez,2942,1159,3.0,0
Michelle Johns,1479,796,0.0,0
Michelle Johnson,21324,1348,11.0,1
Michelle Jones,5847,1205,6.0,1
Michelle Keith,9479,1344,3.0,0
Michelle Keller,6843,1351,7.0,1
Michelle Kelly,3923,1129,6.0,0
Michelle King,2180,1029,2.0,0
Michelle Knox,8654,1321,3.0,1
Michelle Lawrence,2763,1239,1.0,0
Michelle Lawson,2534,456,1.0,0
Michelle Leblanc,1038,443,1.0,0
Michelle Lee,8978,1341,8.0,0
Michelle Lewis,3249,1261,2.0,1
Michelle Long,10013,1256,6.0,0
Michelle Lopez,7471,1346,6.0,1
Michelle Lozano,2955,807,2.0,1
Michelle Luna,10637,1297,5.0,0
Michelle Lyons,5327,1344,4.0,0
Michelle Mack,1273,1155,2.0,0
Michelle Maldonado,3087,859,2.0,0
Michelle Marquez,577,930,0.0,0
Michelle Marsh,7644,1179,4.0,0
Michelle Martin,7141,1324,10.0,0
Michelle Martinez,2723,1146,1.0,1
Michelle Mason,4866,1234,1.0,0
Michelle Mcdaniel,3653,1261,1.0,0
Michelle Mcdonald,10388,1168,6.0,0
Michelle Mckay,2964,983,0.0,0
Michelle Mcneil,7160,1299,1.0,0
Michelle Mendez,5427,1240,3.0,1
Michelle Mendoza,4111,1020,2.0,0
Michelle Merritt,2612,1214,2.0,1
Michelle Miller,23560,1241,11.0,1
Michelle Mitchell,8168,1353,1.0,0
Michelle Molina,3554,1149,2.0,1
Michelle Moon,5871,1350,2.0,0
Michelle Moore,10550,1276,3.0,1
Michelle Moran,797,1128,2.0,0
Michelle Moreno,3598,1207,0.0,0
Michelle Morris,1251,1046,2.0,0
Michelle Mullen,2790,1279,2.0,0
Michelle Mullins,1759,1020,0.0,0
Michelle Murray,395,937,0.0,0
Michelle Myers,1266,1267,2.0,0
Michelle Navarro PhD,5040,627,1.0,0
Michelle Nelson,6387,905,3.0,0
Michelle Nichols,6136,1125,4.0,0
Michelle Norman,4196,557,1.0,1
Michelle Norton,2406,458,0.0,0
Michelle Oconnor,6156,1300,1.0,0
Michelle Park,4442,1314,3.0,0
Michelle Parker,5755,1177,4.0,0
Michelle Patel,4560,1290,4.0,0
Michelle Patton,3123,1339,0.0,1
Michelle Perez,8046,826,4.0,0
Michelle Perkins,5126,1199,2.0,0
Michelle Peterson,5116,1240,5.0,0
Michelle Phelps,5412,528,2.0,0
Michelle Pollard,7248,935,4.0,0
Michelle Powell,9343,1280,1.0,1
Michelle Powers,8117,973,2.0,1
Michelle Pratt,5037,886,4.0,0
Michelle Price,6413,1199,1.0,1
Michelle Ramirez,10028,1296,3.0,1
Michelle Reed,1889,677,2.0,0
Michelle Reid,2595,941,2.0,0
Michelle Reyes,6903,1202,4.0,0
Michelle Rhodes,3536,1296,1.0,0
Michelle Rice,2549,951,2.0,0
Michelle Richardson,3920,869,3.0,0
Michelle Riddle,1448,724,1.0,0
Michelle Riley,1505,801,0.0,0
Michelle Rivera,7169,1219,2.0,0
Michelle Roberts,3910,1277,2.0,0
Michelle Robertson,9394,1038,6.0,0
Michelle Robinson,11712,1273,6.0,1
Michelle Robles,4341,1029,1.0,0
Michelle Rogers,5535,1030,1.0,0
Michelle Rollins,6703,957,3.0,0
Michelle Rose,4136,1134,3.0,1
Michelle Rowe,2406,694,1.0,0
Michelle Russo,6075,1213,3.0,0
Michelle Ryan,738,518,1.0,0
Michelle Salinas,4883,1036,2.0,0
Michelle Sanchez,9538,1292,3.0,0
Michelle Sanders,3376,1098,0.0,1
Michelle Santana,2843,1258,1.0,0
Michelle Schmidt,4526,924,2.0,0
Michelle Schmitt,3536,1217,1.0,0
Michelle Schneider,2325,1221,4.0,0
Michelle Schwartz,4457,1086,4.0,0
Michelle Sharp,3555,1212,2.0,0
Michelle Sheppard,7481,1312,4.0,0
Michelle Simmons,5788,1281,5.0,1
Michelle Simpson,2422,521,2.0,0
Michelle Singh,9355,1137,6.0,0
Michelle Sloan,9357,1280,4.0,0
Michelle Smith,26420,1342,12.0,1
Michelle Snyder,16813,1239,8.0,0
Michelle Solis,4105,1008,4.0,0
Michelle Solis DVM,4728,1052,3.0,0
Michelle Soto,9628,1199,4.0,0
Michelle Stephenson,3354,1021,2.0,0
Michelle Stewart,2423,1330,2.0,0
Michelle Summers,2656,846,2.0,0
Michelle Swanson,5978,1273,1.0,1
Michelle Tate,5245,1243,4.0,0
Michelle Taylor,14280,1319,9.0,0
Michelle Thomas,4248,1161,3.0,1
Michelle Thompson,10241,1281,4.0,1
Michelle Thompson MD,2086,1183,2.0,0
Michelle Todd,3030,1210,3.0,0
Michelle Torres,6282,1064,5.0,0
Michelle Townsend,3995,1130,0.0,0
Michelle Tran,2053,1033,3.0,0
Michelle Trevino,4200,1316,4.0,0
Michelle Tucker,11058,952,6.0,1
Michelle Vance,6124,1032,2.0,0
Michelle Vasquez,6353,971,3.0,0
Michelle Velasquez,3827,970,3.0,0
Michelle Villa,5463,1209,6.0,0
Michelle Walker,6359,1296,8.0,0
Michelle Walter,401,1163,1.0,0
Michelle Ward,2950,1271,1.0,0
Michelle Warner,4767,1286,2.0,0
Michelle Washington,4753,1315,1.0,1
Michelle Watkins,418,777,1.0,0
Michelle Watson,12731,1350,6.0,0
Michelle Watts,3253,1185,4.0,0
Michelle Weber,697,1349,0.0,0
Michelle Whitaker,2591,898,4.0,0
Michelle White,4535,1268,2.0,0
Michelle Wiggins,4935,922,2.0,0
Michelle Williams,19909,1212,10.0,1
Michelle Willis,810,656,0.0,0
Michelle Wolfe,6234,1175,4.0,1
Michelle Wood,6047,1068,1.0,0
Michelle Woodard,3688,1041,2.0,0
Michelle Woods,1102,1305,1.0,1
Michelle Young,4119,691,4.0,0
Miguel Blair,2618,1156,0.0,0
Miguel Bowman,5087,1157,3.0,1
Miguel Brooks,3833,827,1.0,1
Miguel Butler,5132,613,0.0,1
Miguel Case,3219,715,2.0,0
Miguel Cook,5128,811,1.0,0
Miguel Cummings,2538,1296,3.0,0
Miguel Davis,715,1340,1.0,0
Miguel Fuller,4527,965,1.0,0
Miguel Mcintyre,2992,1230,3.0,0
Miguel Morgan,8507,1205,2.0,0
Miguel Parsons,6195,1076,3.0,1
Miguel Patel,3700,965,2.0,0
Miguel Patton,6703,1326,2.0,0
Miguel Pearson,2558,997,2.0,0
Miguel Reese,5453,1244,4.0,0
Miguel Richard DDS,1620,974,1.0,0
Miguel Rodriguez,13788,1292,6.0,0
Miguel Salas,6191,1309,3.0,1
Miguel Salinas,1539,1124,2.0,0
Miguel Santiago,4219,1082,3.0,0
Miguel Smith,3766,1133,4.0,0
Miguel Thompson,3157,905,3.0,0
Miguel Trevino,2474,1174,0.0,1
Miguel Walker,5021,1136,3.0,0
Mikayla Atkins,6562,1338,4.0,1
Mikayla Barnes,1816,883,3.0,0
Mikayla Caldwell,2687,720,2.0,0
Mikayla Cantrell,3023,1118,0.0,0
Mikayla Castillo,4894,1348,2.0,1
Mikayla Jones PhD,4549,1282,2.0,0
Mikayla Proctor,2606,1218,1.0,1
Mikayla Rogers,3041,1208,0.0,0
Mikayla Williams,6013,914,1.0,1
Mike Bond,1442,1145,1.0,0
Mike Boyd,1309,1344,2.0,0
Mike Dunn,3310,1184,2.0,0
Mike Fisher,5471,1173,0.0,0
Mike Fletcher,4408,1085,1.0,0
Mike Fowler,3978,1075,3.0,0
Mike Graham,11342,1243,1.0,0
Mike Gutierrez,5342,1217,4.0,0
Mike Hays,5328,1349,2.0,1
Mike Hernandez,5830,1251,3.0,0
Mike Hoffman,3617,1202,5.0,0
Mike Hogan,3192,857,2.0,0
Mike Howard,5818,1264,1.0,0
Mike Jensen,875,737,3.0,1
Mike Key,2354,1236,2.0,0
Mike Lee,4966,1082,3.0,0
Mike Lynch,5374,1322,4.0,0
Mike Marshall,2858,1175,0.0,1
Mike Martinez,2339,1293,1.0,0
Mike Mitchell,1375,1313,1.0,0
Mike Parker,2820,702,1.0,0
Mike Reed,6473,1263,2.0,0
Mike Sandoval,3629,1297,3.0,1
Mike Schultz,4047,1300,2.0,1
Mike Shaffer,3316,1027,1.0,0
Mike Stewart,5916,1310,4.0,0
Mike Ward,1127,960,3.0,0
Mike Warren,3690,1100,3.0,1
Mike Wilson,405,1258,0.0,1
Mindy Black,1136,891,0.0,0
Mindy Greer,5090,1280,2.0,0
Mindy Moody,4035,1204,1.0,0
Mindy Phillips,3701,1350,3.0,0
Mindy Tate,3988,1190,0.0,0
Miranda Anderson,6466,1317,5.0,0
Miranda Austin,4396,1086,1.0,0
Miranda Black,1394,1057,0.0,0
Miranda Bowman,2315,1336,1.0,0
Miranda Carrillo,2393,1147,2.0,0
Miranda Clark,6154,1343,4.0,0
Miranda Daniel,1291,1058,1.0,0
Miranda Davis,5101,1215,9.0,1
Miranda Dennis,6516,1289,3.0,0
Miranda Doyle,4694,1296,3.0,0
Miranda Garcia,3883,1063,2.0,0
Miranda Gordon,4079,1159,2.0,1
Miranda Griffin,1937,852,0.0,0
Miranda Hamilton,1823,1019,1.0,0
Miranda Horne,5418,1350,3.0,0
Miranda Ingram,3828,1044,1.0,0
Miranda Johnson,6712,1304,3.0,0
Miranda Martin,4670,923,2.0,0
Miranda Mathis,2380,1337,2.0,0
Miranda Mcmillan,198,439,1.0,0
Miranda Perkins,1947,1145,1.0,0
Miranda Ramirez,1686,1257,1.0,0
Miranda Rojas,3407,1322,0.0,0
Miranda Ross,3674,996,2.0,0
Miranda Sanchez,2061,780,2.0,0
Miranda Schwartz,5172,1299,1.0,0
Miranda Smith,3325,1317,2.0,0
Miranda Stewart,4924,1190,2.0,0
Miranda Taylor,7232,883,3.0,0
Miranda Walker,4690,908,4.0,0
Miranda Watts,7008,1086,3.0,0
Miss Alicia Martin,2896,1295,3.0,0
Miss Amy Copeland,4310,1154,4.0,0
Miss Andrea Hunter,9587,1078,3.0,0
Miss Ann Oconnell,2560,1187,2.0,0
Miss Anna Rhodes,2841,1313,2.0,0
Miss Ashlee Burke PhD,4099,1306,1.0,0
Miss Ashley Scott,3645,1251,3.0,0
Miss Audrey Burch MD,2202,1149,0.0,0
Miss Brandi Edwards,3785,1133,1.0,0
Miss Candice Campbell,1167,1144,0.0,0
Miss Cynthia Harris,825,767,0.0,0
Miss Dana Spencer,1268,1009,2.0,0
Miss Darlene Ho,3416,1011,3.0,0
Miss Debra Brewer,2808,1036,1.0,0
Miss Dominique Williams,3588,1214,0.0,0
Miss Donna Ibarra,3522,1094,1.0,1
Miss Gail Rodriguez,4237,1174,3.0,0
Miss Grace Buckley,2363,1188,1.0,0
Miss Haley Gomez,2014,901,0.0,0
Miss Heather Cantrell,4005,1086,1.0,0
Miss Jasmine Atkinson MD,2596,1193,0.0,0
Miss Jessica Estes,3071,1337,2.0,1
Miss Julia Sparks,1533,1232,1.0,0
Miss Katherine Macias,669,283,0.0,0
Miss Kathleen Patel,5028,1137,1.0,0
Miss Kristie Bishop,5321,1276,1.0,0
Miss Laura Cross,3926,1244,2.0,1
Miss Lori Allen,2251,1323,1.0,0
Miss Michele Pham,3198,1181,1.0,0
Miss Nicole Drake,2548,858,2.0,1
Miss Rachel Taylor,5534,1123,2.0,1
Miss Renee James,5940,1122,3.0,0
Miss Renee Webb,2145,1264,1.0,1
Miss Robin Robinson DVM,1931,1015,0.0,1
Miss Samantha Hebert,949,863,0.0,0
Miss Sara Black,3259,1320,3.0,0
Miss Sara Hunt MD,2807,1097,1.0,1
Miss Sara Mcclain,5191,1223,2.0,0
Miss Sara Moore,4026,1341,4.0,0
Miss Sheila Ali,2129,1325,2.0,0
Miss Sophia Hoffman,9347,1235,3.0,1
Miss Sophia Rodriguez,3788,1105,3.0,1
Miss Stephanie Phillips,5016,1348,3.0,0
Miss Tami Edwards,3428,1201,3.0,0
Miss Tiffany Burke,9527,1296,2.0,0
Miss Vicki Martin,3461,1231,3.0,0
Miss Vickie Orr,3386,1204,0.0,1
Miss Victoria Woods,3341,717,1.0,0
Miss Virginia Randall,3396,1193,1.0,0
Misty Alvarez,3418,1248,1.0,1
Misty Anderson,1684,1346,0.0,0
Misty Armstrong,1242,480,0.0,0
Misty Baker,6558,1204,4.0,0
Misty Baldwin,4264,1213,2.0,0
Misty Brown,4213,965,3.0,0
Misty Bullock,6895,1105,6.0,1
Misty Burke DVM,2993,1259,1.0,0
Misty Cohen,11545,1294,4.0,1
Misty Collier,2658,1042,2.0,0
Misty Davis,2697,1171,1.0,0
Misty Dickson,3479,1197,2.0,0
Misty Flowers,426,482,0.0,0
Misty Fowler,1045,1131,1.0,0
Misty Fuller,4205,1151,4.0,0
Misty Gray,3917,1097,2.0,0
Misty Gregory,2603,1008,0.0,1
Misty Hawkins,4095,1032,2.0,1
Misty Herring,4126,1242,1.0,0
Misty Jacobs,3278,1090,2.0,0
Misty Koch,422,265,0.0,0
Misty Larson,6406,1351,6.0,0
Misty Lee,4927,1099,2.0,0
Misty Lewis,2623,1127,1.0,0
Misty Long,2172,1065,2.0,0
Misty Lopez,17650,1275,7.0,0
Misty Manning,6152,1341,1.0,1
Misty Perkins,4977,866,3.0,0
Misty Ramos,3946,1333,1.0,0
Misty Rangel,6076,1111,2.0,0
Misty Richards,7194,1064,3.0,0
Misty Rogers,2243,500,2.0,1
Misty Scott,3262,1062,3.0,0
Misty Soto,2678,1132,1.0,0
Misty Waller,4951,940,3.0,0
Misty Watson,5112,1309,2.0,0
Misty White,4849,1275,1.0,0
Misty Wilson,8621,1352,1.0,0
Misty Woodard,468,364,0.0,0
Misty Woods,5068,882,6.0,1
Misty Young,7956,1174,5.0,0
Mitchell Adams,2927,925,3.0,0
Mitchell Barrett,3335,1304,3.0,0
Mitchell Bishop,850,384,0.0,1
Mitchell Blackwell,4091,993,2.0,1
Mitchell Brown,4643,1148,4.0,0
Mitchell Burch,6721,1277,3.0,0
Mitchell Carter,5708,1312,1.0,0
Mitchell Cohen,6197,1134,1.0,0
Mitchell Cooper,2625,1264,0.0,0
Mitchell Craig,7150,1162,4.0,0
Mitchell Diaz,2394,1275,2.0,0
Mitchell Donaldson,5734,1329,2.0,0
Mitchell Garcia,6412,1211,6.0,0
Mitchell Gill,3535,1117,3.0,0
Mitchell Gray,5089,1192,0.0,1
Mitchell Haas,1458,624,1.0,0
Mitchell Johnston,6986,1030,1.0,0
Mitchell Jordan,2550,1308,2.0,0
Mitchell Khan DVM,4865,1277,0.0,0
Mitchell Lopez,2809,1176,3.0,0
Mitchell Lynn,11269,1348,4.0,0
Mitchell Martin,721,1275,1.0,0
Mitchell Matthews,3162,759,3.0,0
Mitchell Monroe,4071,1114,3.0,0
Mitchell Moore,3376,965,1.0,0
Mitchell Morris,6690,1284,2.0,0
Mitchell Morrison,2178,1282,1.0,0
Mitchell Nelson,7930,1325,5.0,0
Mitchell Page,6224,1144,1.0,1
Mitchell Phillips,1695,1056,0.0,1
Mitchell Porter,3753,1244,1.0,0
Mitchell Rivas,3619,1317,2.0,1
Mitchell Rivera,3082,1341,1.0,0
Mitchell Robinson,8234,1259,4.0,1
Mitchell Rodriguez,3972,1250,2.0,0
Mitchell Sanchez,4663,990,2.0,0
Mitchell Schwartz,506,807,1.0,0
Mitchell Sims,6191,1131,4.0,0
Mitchell Stark,4025,997,1.0,0
Mitchell Taylor,1503,943,1.0,0
Mitchell Trevino,4178,1283,0.0,0
Mitchell Tucker,2590,1352,0.0,1
Mitchell Webb,2274,1147,1.0,0
Mitchell Young,3069,1264,4.0,0
Molly Baker,2701,824,0.0,0
Molly Bell,3049,909,2.0,0
Molly Bernard,3993,984,2.0,1
Molly Conner,1429,1278,1.0,0
Molly Craig,2435,1193,2.0,0
Molly Davis,2584,844,1.0,1
Molly Diaz,5040,811,3.0,0
Molly Fisher MD,4923,1313,4.0,0
Molly Garza,1324,1318,2.0,0
Molly Green,5727,1182,5.0,0
Molly Hart,6245,1239,4.0,1
Molly Hernandez,3645,466,1.0,0
Molly Hicks,6292,1341,2.0,0
Molly Jackson,5412,1174,2.0,1
Molly Johnson,13921,1248,5.0,1
Molly Lee,2215,1082,4.0,0
Molly Lewis,5587,1270,3.0,1
Molly Lopez,2917,1186,2.0,1
Molly Luna,5747,1261,3.0,0
Molly Martinez,3780,826,2.0,0
Molly Miller,6099,1097,4.0,1
Molly Miranda,1762,907,3.0,0
Molly Molina,1360,779,0.0,0
Molly Mullins,8285,995,5.0,0
Molly Munoz,5687,1332,1.0,0
Molly Nicholson,2673,712,0.0,0
Molly Odom,4584,1307,0.0,0
Molly Phillips,2180,1178,0.0,0
Molly Pierce,4223,1349,3.0,0
Molly Robinson,4192,1158,0.0,0
Molly Rodriguez,1800,1338,1.0,0
Molly Simmons,1752,998,2.0,0
Molly Stanley,6137,1272,6.0,0
Molly Wilkinson,1220,1119,0.0,0
Monica Abbott,2237,1097,2.0,0
Monica Andersen,1829,620,0.0,0
Monica Anderson,1085,370,1.0,0
Monica Arroyo,4143,820,1.0,0
Monica Atkinson,2022,1172,1.0,1
Monica Baker MD,2998,1086,4.0,0
Monica Ballard,3182,1105,1.0,0
Monica Barber,3280,1284,4.0,1
Monica Booker,2375,1239,2.0,0
Monica Bowman,1879,1143,2.0,0
Monica Brooks,5970,1326,2.0,0
Monica Bryan,4660,1168,3.0,1
Monica Bryant,1205,1074,2.0,1
Monica Burch,1401,1286,0.0,1
Monica Burns,11565,1270,4.0,0
Monica Burton,2881,1331,1.0,0
Monica Cabrera,3064,1087,2.0,0
Monica Caldwell,4119,1323,2.0,0
Monica Carpenter,5959,1332,2.0,0
Monica Carrillo,2412,680,3.0,1
Monica Chan,3205,1167,1.0,0
Monica Christensen,2647,1008,5.0,0
Monica Cobb,3616,1220,4.0,0
Monica Cooper,3385,1310,2.0,1
Monica Daniels,2070,1201,1.0,0
Monica Davenport,3403,1232,4.0,1
Monica Davis,2242,1172,2.0,0
Monica Day,8334,1262,3.0,0
Monica Dean,5032,1245,1.0,0
Monica Duke,7677,1311,3.0,1
Monica Duncan,1568,1279,2.0,0
Monica Edwards,2308,1281,1.0,0
Monica Erickson,6405,1265,3.0,0
Monica Estes,3951,1026,2.0,0
Monica Flores,1619,1215,1.0,0
Monica Frye,3881,1070,2.0,0
Monica George,12512,1344,7.0,0
Monica Gilbert,4005,1275,1.0,0
Monica Glenn,1224,1169,0.0,0
Monica Haas,3046,1016,2.0,0
Monica Hamilton,934,517,0.0,1
Monica Hancock,14291,1295,6.0,1
Monica Hawkins,3567,1124,2.0,0
Monica Henderson,3869,917,4.0,0
Monica Hill,4867,1156,4.0,0
Monica Hines,4456,836,1.0,0
Monica Johnson MD,4356,1140,2.0,0
Monica Jordan,24302,1347,11.0,1
Monica Joseph,671,1319,2.0,0
Monica Kelly,4004,1252,0.0,1
Monica Kennedy,14176,1256,10.0,0
Monica Kim,5971,1346,7.0,1
Monica Lee,1625,1288,0.0,1
Monica Lewis,1583,1201,3.0,0
Monica Mahoney,1929,719,1.0,0
Monica Martin,5544,1271,3.0,0
Monica Mccormick,4126,1086,1.0,0
Monica Mccoy,3268,954,0.0,0
Monica Mcguire,980,1075,0.0,0
Monica Medina,1746,949,3.0,0
Monica Miller,10519,1331,8.0,1
Monica Moore,3692,1264,4.0,0
Monica Morgan,1478,956,3.0,0
Monica Munoz,3391,1063,3.0,0
Monica Myers,6117,1242,2.0,1
Monica Owen,4897,1177,2.0,0
Monica Patel,2006,1247,1.0,0
Monica Peck,4602,1302,3.0,1
Monica Petty,2447,1254,5.0,0
Monica Phillips,698,342,0.0,0
Monica Pierce,5490,1336,3.0,0
Monica Poole,4124,1017,2.0,1
Monica Powell,2232,1142,1.0,1
Monica Price,6832,1104,5.0,0
Monica Proctor,1448,1305,3.0,0
Monica Ramirez,2160,1310,3.0,0
Monica Randall,6688,1098,3.0,0
Monica Rich,2131,784,1.0,0
Monica Rodriguez,6702,1134,2.0,0
Monica Russell,2490,911,1.0,1
Monica Sanchez,1965,323,0.0,1
Monica Schneider,2679,1313,1.0,0
Monica Scott,1634,957,1.0,0
Monica Smith,12456,1122,6.0,1
Monica Stewart,1483,787,1.0,1
Monica Summers,3641,1147,0.0,0
Monica Taylor,4956,1285,6.0,0
Monica Wagner,6908,1289,6.0,0
Monica Walker,5512,1214,2.0,0
Monica Warner,4385,1340,1.0,0
Monica Weaver,8064,1112,3.0,0
Monica Webb,4564,1244,3.0,0
Monica Whitaker,1303,940,3.0,0
Monica White,1914,1173,3.0,0
Monica Wilkinson,3572,756,2.0,1
Monica Williams,6232,1268,4.0,0
Monica Williamson,3412,1262,1.0,0
Monica Wong,2215,834,2.0,1
Monica Woods,3585,1348,2.0,1
Monique Banks,1807,575,2.0,0
Monique Bell,7487,1072,3.0,1
Monique Clark,3828,567,2.0,0
Monique Cruz,1479,1028,1.0,0
Monique Day,5242,648,0.0,0
Monique Garcia,8374,1282,1.0,0
Monique Gomez,6848,1062,3.0,0
Monique Green,5042,1159,2.0,0
Monique Greer,4095,1291,1.0,0
Monique Hall,5325,1128,2.0,0
Monique Hammond,4827,1136,3.0,0
